Parent	Parent_Index	Parent_Type	Target	Target_Index	Target_Type	Interaction
SCF_(SKP1-CUL1-F-box_protein)_E3_ubiquitin-protein_ligase_complex_(complex)	14031	complex	E3_ligases_in_proteasomal_degradation_(family)	4135	family	member>
RCH1/_importin_beta_(complex)	13348	complex	NFAT1-c-4_(family)	9637	family	-a|
NOTCH2	9831	protein	NOTCH2_heterodimer/DSL_(complex)	9834	complex	component>
NOTCH2	9831	protein	NOTCH2_heterodimer/CNTN1_(complex)	9833	complex	component>
NOTCH2	9831	protein	NOTCH2_heterodimer_(complex)	9832	complex	component>
NOTCH2	9831	protein	NTM2/NEC2_heterodimer_(complex)	10065	complex	component>
NOTCH2	9831	protein	NTM-NEC_2_heterodimer_(complex)	10057	complex	component>
NOTCH2	9831	protein	NICD_(family)	9725	family	member>
RNA_Polymerase_III_Holoenzyme_(complex)	13696	complex	Elongating_RNA_Polymerase_III_Transcription_Complex_(complex)	4411	complex	component>
RNA_Polymerase_III_Holoenzyme_(complex)	13696	complex	RNA_polymerase_III/TFIIIB/TFIIIC/TFIIIA/Type_1_Promoter_Complex_(complex)	13700	complex	component>
RNA_Polymerase_III_Holoenzyme_(complex)	13696	complex	RNA_Polymerase_III/TFIIIB/TFIIIC/Type_2_Promoter_Complex_(complex)	13702	complex	component>
RNA_Polymerase_III_Holoenzyme_(complex)	13696	complex	RNA_Polymerase_III/TFIIIB/SNAPc/Type_3_Promoter_Complex_(complex)	13698	complex	component>
RNA_Polymerase_III_Holoenzyme_(complex)	13696	complex	Paused_RNA_Polymerase_III_Transcription_Complex_(complex)	11453	complex	component>
Paxillin/FAK/Talin/SPTAN1/Integrin-alpha/Integrin-beta/ECM/SRC/Ezrin_(complex)	11467	complex	Integrin-alpha/Integrin-beta/ECM_(complex)	7510	complex	component>
TRAF6/hp-IRAK1_(complex)	15890	complex	TRAF6/hp-IRAK1/Pellino_(complex)	15894	complex	component>
TRAF6/hp-IRAK1_(complex)	15890	complex	p-Pellino/hp-IRAK1/TRAF6_(complex)	10708	complex	component>
Src_Family_Kinases_(family)	14765	family	MLLT4	8974	protein	-a|
Src_Family_Kinases_(family)	14765	family	c-Abl-Arg	1947	protein	-a|
Src_Family_Kinases_(family)	14765	family	CBL	2297	protein	-a|
Src_Family_Kinases_(family)	14765	family	p38alpha-beta_(family)	11252	family	-a|
Src_Family_Kinases_(family)	14765	family	ABL1	140	protein	-a|
Src_Family_Kinases_(family)	14765	family	VAV2	16457	protein	-a|
TP63-2	15842	protein	TP63	15841	protein	-t|
TP63-2	15842	protein	dNp63a_(tetramer)/PP2A_B56alpha/GSK3beta_(complex)	3846	complex	component>
TP63-2	15842	protein	dNp63a_(tetramer)_(complex)	3844	complex	component>
TP63-2	15842	protein	dNp63a_(tetramer)/p14ARF_(complex)	3845	complex	component>
RYBP/YY1_(complex)	13971	complex	E2F3/DP/RYBP/YY1_(complex)	4114	complex	component>
VAV2	16457	protein	PI3K/BCAP/CD19_(complex)	12009	complex	-a>
VAV2	16457	protein	RAC1	13071	protein	-a>
VAV2	16457	protein	RAC1-GTP_(complex)	13081	complex	-a>
VAV2	16457	protein	RAC1/GTP_(complex)	13084	complex	-a|
VAV2	16457	protein	RAC1	13071	protein	-a|
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	CDC25B	2557	protein	-a>
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	ETV1	4761	protein	-a>
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	regulation_of_mRNA_stability_(abstract)	13410	abstract	-a>
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	MAPK14	8603	protein	-a|
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	LSP1	8469	protein	-a|
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	HSPB1	6785	protein	-a|
p38alpha-beta/MAPKAPK2_(complex)	11255	complex	YWHAZ	16828	protein	-a|
alpha4/beta1_Integrin/Fibronectin/Paxillin_(complex)	719	complex	alpha4/beta1_Integrin/Fibronectin_(complex)	717	complex	component>
alpha4/beta1_Integrin/Fibronectin/Paxillin_(complex)	719	complex	alpha4/beta1_Integrin/Fibronectin/Paxillin/GIT1_(complex)	720	complex	component>
PPAR-alpha/PPAR_chaperone_(complex)	12448	complex	PPAR-alpha/PPAR_ligands_(complex)	12449	complex	component>
gamma-secretase_complex_(complex)	5608	complex	mature_NGF_homodimer/p75NTR_(complex)	8658	complex	-a>
gamma-secretase_complex_(complex)	5608	complex	NRIF_(family)	9999	family	-a>
gamma-secretase_complex_(complex)	5608	complex	NGFR	9716	protein	-a>
gamma-secretase_complex_(complex)	5608	complex	ERBB4s80_(family)	4676	family	-a>
gamma-secretase_complex_(complex)	5608	complex	NOTCH2	9831	protein	-a>
gamma-secretase_complex_(complex)	5608	complex	NOTCH3	9835	protein	-a>
gamma-secretase_complex_(complex)	5608	complex	NOTCH4	9838	protein	-a>
GDI_proteins_(family)	5676	family	Inactivated_RhoGTPase/GDP/GDI_complex_(complex)	7346	complex	component>
Activated_TrkA_receptor/SHC_(complex)	340	complex	Activated_TrkA_receptor/p-SHC_(complex)	337	complex	-a>
DAB1/alpha3/beta1_Integrin_(complex)	3530	complex	neuron_adhesion_(abstract)	9576	abstract	-a>
alpha6/beta4_Integrin/Met_(complex)	773	complex	alpha6/beta4_Integrin/Met_/SHC/PI3K_(complex)	774	complex	component>
Cargo/AP-1/beta-Arrestin-1/Vamp_Complex_(complex)	2226	complex	Cargo/AP-1/Beta-arrestin/Vamp/Clathrin_Triskelion/Dynamin/Endophilin_Complex_(complex)	2228	complex	component>
GRB2/SOS/Phospho-SHC_(complex)	6072	complex	p21_RAS/GTP_(complex)	11156	complex	-a>
G_alpha-olf/GTP/Adenylate_cyclase_(active)_complex_(complex)	5398	complex	G_alpha-olf/GDP/Adenylate_cyclase_(active)_complex_(complex)	5396	complex	-a>
alpha1/beta1_Integrin/Type_I_Collagen_(complex)	671	complex	VEGFR3/VEGFD/Type_I_Collagen/alpha1/beta1_Integrin_(complex)	16594	complex	component>
Phospho-R-SMAD/CO-SMAD_complex_(complex)	11875	complex	SMAD2/3/SMAD4/FAST1_Complex_Bound_to_Activin_Response_Element_(complex)	14477	complex	component>
ARF4/GTP_(complex)	1185	complex	PLD2	12200	protein	-a|
STAT5B_(dimer)_active_(complex)	14938	complex	STAT5_(dimer)_(family)	14926	family	member>
Exo70/SEPT2/IQGAP1_(complex)	4770	complex	exocytosis_(abstract)	4790	abstract	-a>
IL1_alpha/IL1R1/IL1RAP/MYD88/IRAK4_(complex)	7068	complex	IL1_alpha/IL1R1/IL1RAP/MYD88/IRAK4/IRAK/TOLLIP_(complex)	7069	complex	component>
PKA_regulatory_subunit_(family)	12103	family	cAMP/PKA_regulatory_subunit_(complex)	2185	complex	component>
VEGFR3/VEGFD/Type_I_Collagen/alpha2/beta1_Integrin_(complex)	16595	complex	cell_migration_(abstract)	2698	abstract	-a>
VEGFR3/VEGFD/Type_I_Collagen/alpha1/beta1_Integrin_(complex)	16594	complex	cell_migration_(abstract)	2698	abstract	-a>
TNF-alpha/TNFR1A/FAN_(complex)	15758	complex	SMPD3	14576	protein	-a|
T-DHT/AR/TIF2_(complex)	15225	complex	KLK3	8035	protein	-t>
HSP27/HSP27_(complex)	6762	complex	FAS_L/FAS/DAXX_(complex)	4949	complex	-a|
E3/Ub/substrate_(complex)	4137	complex	E2_Ubiquitin-conjugating_enzyme_(family)	4053	family	-a>
E3/Ub/substrate_(complex)	4137	complex	E3/K48-polyubiquitinated_substrate_(complex)	4136	complex	-a>
uPA/uPAR/alpha5/beta1_Integrin/Fibronectin_(complex)	16354	complex	cell_migration_(abstract)	2698	abstract	-a>
CDC25A	2556	protein	Cyclin_E/CDK2_(complex)	3466	complex	-a>
CDC25A	2556	protein	CYCLIN_D1/CDK4/CDK6_(complex)	3457	complex	-a>
CDC25A	2556	protein	Cyclin_B/CDC2_(complex)	3438	complex	-a>
CDC25A	2556	protein	Ubiquitinated_Phospho-Cdc25A_(complex)	16273	complex	component>
CDC25A	2556	protein	E2F1_targets_(family)	4102	family	member>
NDUFS2	9396	protein	Complex_I_-_49_kDa_subunit-4Fe-4S_cluster_complex_(complex)	3100	complex	component>
phospho-Emi1/Cdc20/Cdh1_complexes_(family)	11839	family	SCF-beta-TrCP/phospho-Emi1_complexes_(complex)	14036	complex	component>
Transducin_(complex)	15933	complex	Metarhodopsin_II/Transducin_(complex)	8846	complex	component>
Transducin_(complex)	15933	complex	transducin-beta/transducin-gamma_(complex)	15934	complex	component>
IL2/IL2R_alpha/beta/gamma/JAK1/LCK/JAK3/SHC/GRB2/SOS1/GAB2/SHP2/PI3K_(complex)	7137	complex	PRKCZ	12599	protein	-a|
IL2/IL2R_alpha/beta/gamma/JAK1/LCK/JAK3/SHC/GRB2/SOS1/GAB2/SHP2/PI3K_(complex)	7137	complex	AKT1	576	protein	-a|
IL2/IL2R_alpha/beta/gamma/JAK1/LCK/JAK3/SHC/GRB2/SOS1/GAB2/SHP2/PI3K_(complex)	7137	complex	CCND3	2375	protein	-t>
Rho_family_GTPase_(family)	13576	family	CD44/Rho_Family_GTPase/ROCK2_(complex)	2513	complex	component>
Cbp/p300/JMY_(complex)	2322	complex	BAX	1632	protein	-t>
SREBF1	14779	protein	SREBF1-3	14781	protein	-a>
SREBF1	14779	protein	Peroxisome_proliferator-activated_receptor_gamma_(family)	11704	family	-t>
SREBF1	14779	protein	SREBF1_(cleaved)_(family)	14780	family	member>
SREBF1	14779	protein	SREBP1A/1C_(family)	14789	family	member>
ECV_E3_ligase_complex_(complex)	4155	complex	E3_ligases_in_proteasomal_degradation_(family)	4135	family	member>
PPP2R1A/PPP2CA/PPP2R2A_(complex)	12503	complex	KSR/14-3-3_(complex)	8082	complex	-a|
SHP2/SFKs/p-KIT/sSCF_dimer/p-KIT_(complex)	14285	complex	p-SHP2/SFKs/p-7Y-KIT/sSCF_dimer/p-7Y-KIT_(complex)	10725	complex	-a>
IL-4/IL-2R-gamma/IL-2R-alpha/JAK3/JAK1/IRS1/2_(complex)	7055	complex	SHC1	14244	protein	-a>
IL-4/IL-2R-gamma/IL-2R-alpha/JAK3/JAK1/IRS1/2_(complex)	7055	complex	IRS1/2/GRB2_(complex)	7653	complex	component>
IL-4/IL-2R-gamma/IL-2R-alpha/JAK3/JAK1/IRS1/2_(complex)	7055	complex	IL-4/IL-2R-gamma/IL-4R-alpha/JAK3/JAK1_(complex)	7056	complex	component>
RNA_primer/G-strand_extended_telomere_end/DNA_polymerase_alpha/primase_complex_(complex)	13709	complex	RNA_primer-DNA_primer/G-strand_extended_telomere_(complex)	13704	complex	component>
RNA_primer/origin_duplex/DNA_polymerase_alpha/primase_complex_(complex)	13710	complex	RNA_primer-DNA_primer/origin_duplex_(complex)	13706	complex	component>
HDAC_complex_(complex)	6291	complex	TGIF2/HDAC_complex/SMAD3/SMAD4_(complex)	15584	complex	component>
HDAC_complex_(complex)	6291	complex	PIASy/HDAC_complex_(complex)	12026	complex	component>
HDAC_complex_(complex)	6291	complex	TGIF2/HDAC_complex_(complex)	15583	complex	component>
HDAC_complex_(complex)	6291	complex	SIN3/HDAC_complex_(complex)	14311	complex	component>
HDAC_complex_(complex)	6291	complex	NuRD/MBD2_Complex_(MeCP1)_(complex)	10150	complex	component>
HDAC_complex_(complex)	6291	complex	NuRD/MBD3_Complex_(complex)	10152	complex	component>
HDAC_complex_(complex)	6291	complex	NuRD_Complex_(complex)	10149	complex	component>
Arrestin/SRC/Hck/c-Fgr_(complex)	1325	complex	neutrophil_activation_(abstract)	9595	abstract	-a>
cytokinesis_(abstract)	3517	abstract	DES	3684	protein	-a|
cytokinesis_(abstract)	3517	abstract	NSUN2/NPM1/Nucleolin_(complex)	10032	complex	-a|
HDAC7	6331	protein	KLK3	8035	protein	-t|
HDAC7	6331	protein	HIF1A/ARNT/Cbp/p300/HDAC7_(complex)	6442	complex	component>
HDAC7	6331	protein	HIF1A/ARNT/Cbp/p300_(complex)	6441	complex	component>
beta-TrCP/Skp1/Cul1/Rbx1_(complex)	1741	complex	PRLR_ligands/p(S349)-_PRLR/JAK2_dimer/SCF_beta-TrCP_complex_(complex)	12616	complex	component>
PKC_zeta/ceramide_(complex)	12122	complex	AKT1	576	protein	-a>
ERBB2/ERBB4cyt1_heterodimers_(complex)	4627	complex	ERBB2/ERBB4_heterodimers_(family)	4626	family	member>
p-Y877-ERBB2/ERBB4cyt1_heterodimers_(complex)	10765	complex	p-Y877-ERBB2/ERBB4_heterodimers_(family)	10764	family	member>
NRGs/EGFLs/p-ERBB4cyt1/p-6Y-ERBB2_(complex)	9993	complex	NRGs/EGFLs/p-ERBB4/p-6Y-ERBB2_(family)	9990	family	member>
NRGs/EGFLs/p-ERBB4cyt1/p-6Y-ERBB2_(complex)	9993	complex	Phosphorylated_ERBB2/ERBB4cyt1_heterodimers_(family)	11937	family	member>
NRGs/EGFLs/p-ERBB4cyt1/p-7Y-ERBB2_(complex)	9994	complex	NRGs/EGFLs/p-ERBB4/p-7Y-ERBB2_(family)	9991	family	member>
NRGs/EGFLs/p-ERBB4cyt1/p-7Y-ERBB2_(complex)	9994	complex	Phosphorylated_ERBB2/ERBB4cyt1_heterodimers_(family)	11937	family	member>
Cbp/p300/PCAF_(complex)	2324	complex	RARs/AIB1/Cbp/p300/PCAF/9cRA_(complex)	13243	complex	component>
CENPA	2719	protein	Chromosomal_passenger_complex_(complex)	2875	complex	-a|
CENPA	2719	protein	Kinetochore_(complex)	7981	complex	component>
CENPA	2719	protein	CENPA/H4_Tetramer_(complex)	2720	complex	component>
CENPA	2719	protein	Centromeric_Nucleosome_(complex)	2747	complex	component>
PKC_zeta/PAR4_(complex)	12125	complex	NF_kappa_B1/RelA/I_kappa_B_alpha_(complex)	9614	complex	-a>
GRIA2	6094	protein	GRIA2-3	6096	protein	-a>
GRIA2	6094	protein	GRIA2-2	6095	protein	-a>
GRIA2	6094	protein	GluR2_(family)	5794	family	member>
GRIA2	6094	protein	Phospho_GluR2_(family)	11785	family	member>
F_XIIa	4829	protein	KLKB1	8038	protein	-a>
F_XIIa	4829	protein	F_XIa	4828	protein	-a>
FAK/Src-Yes-Fyn/Paxillin/PAK1/betaPIX/PKL/NCK1-2_(complex)	4909	complex	establishment_of_cell_polarity_(abstract)	4729	abstract	-a>
RUVBL2	13936	protein	ILK	7303	protein	-a|
RUVBL2	13936	protein	ATF2/TIP49B_(complex)	1383	complex	component>
MAPKAPK5	8618	protein	HSPB1	6785	protein	-a>
MAPKAPK5	8618	protein	HSPB1	6785	protein	-a|
ONECUT1	10213	protein	ONECUT3	10214	protein	-t>
MRE11/RAD50/NBS1/RBBP8_Complex_(complex)	9042	complex	SPO11_Covalently_Attached_to_Oligonucleotide_(complex)	14731	complex	-a>
ErbB2/ErbB3/neuregulin_1_beta_(complex)	4622	complex	mammary_gland_morphogenesis_(abstract)	8554	abstract	-a>
ErbB2/ErbB3/neuregulin_1_beta_(complex)	4622	complex	heart_morphogenesis_(abstract)	6339	abstract	-a>
ErbB2/ErbB3/neuregulin_1_beta_(complex)	4622	complex	nervous_system_development_(abstract)	9521	abstract	-a>
ErbB2/ErbB3/neuregulin_1_beta_(complex)	4622	complex	MAP2K1	8565	protein	-a|
ErbB2/ErbB3/neuregulin_1_beta_(complex)	4622	complex	DOCK7	3867	protein	-a|
ErbB2/ErbB3/neuregulin_1_beta_(complex)	4622	complex	ErbB2/ErbB3/neuregulin_1_beta/SHC_(complex)	4623	complex	component>
GCN5-L/ADA2B/TAF9_(complex)	5666	complex	CDKN1A	2654	protein	-t>
GCN5-L/ADA2B/TAF9_(complex)	5666	complex	GADD45A	5555	protein	-t>
GCN5-L/ADA2B/TAF9_(complex)	5666	complex	BBC3	1638	protein	-t>
Tie2/Ang1/alpha5/beta1_Integrin_(complex)	15648	complex	cell_migration_(abstract)	2698	abstract	-a>
IL1_alpha/IL1R1/IL1RAP/MYD88/IRAK4/IRAK/TOLLIP_(complex)	7069	complex	IRAK/TRAF6_(complex)	7588	complex	component>
HPV-16_E6/E6AP_(complex)	6734	complex	TERT	15469	protein	-t>
HPV-16_E6/E6AP_(complex)	6734	complex	HPV-16_E6/E6AP/NFX1/SIN3/HDAC_complex_(complex)	6735	complex	component>
GSK3B-2	6178	protein	GSK3B_(family)	6177	family	member>
PDK_isoforms_(family)	11642	family	phosphorylated_pyruvate_dehydrogenase_complex_(complex)	11965	complex	-a>
active_caspase-3_(complex)	354	complex	ADD1	456	protein	-a>
active_caspase-3_(complex)	354	complex	SPTAN1	14752	protein	-a>
active_caspase-3_(complex)	354	complex	APC_fragment_(778-2843)_(family)	1073	family	-a>
active_caspase-3_(complex)	354	complex	APC_fragment_(1-777)_(family)	1072	family	-a>
active_caspase-3_(complex)	354	complex	XIAP/Caspase-3_(complex)	16796	complex	component>
active_caspase-3_(complex)	354	complex	caspase_3/caspase_7_(family)	2261	family	member>
PML/sp100/SUMO1/p53(+1)_(complex)	12255	complex	PML/sp100/SUMO1_(complex)	12253	complex	component>
p-STAT5_(family)	10745	family	IL2/IL2R_trimer_p-(Y338Y392_Y510)_beta_subunit/p-JAK1/JAK3/p-STAT5_(complex)	7148	complex	component>
p-STAT5_(family)	10745	family	IL3/IL3R_active_complex_activated_JAK2/p-STAT5_(complex)	7195	complex	component>
p-STAT5_(family)	10745	family	High_affinity_GM-CSF_receptor_complex_dimer_activated_JAK2/p-STAT5_(complex)	6473	complex	component>
p-STAT5_(family)	10745	family	High_affinity_IL-5_receptor_complex_dimer_activated_JAK2/p-STAT5_(complex)	6485	complex	component>
p-STAT5_(family)	10745	family	Growth_Hormone/Tyrosine_phosphorylated_Growth_Hormone_Receptor-p(Y1007)-JAK2_dimer/p-STAT5_(complex)	6161	complex	component>
p-STAT5_(family)	10745	family	PRLR_ligands/p(Y611)-PRLR/p(Y1007)-JAK2_dimer/p-STAT5_(complex)	12620	complex	component>
RELN/VLDLR/DAB1/PI3K_(complex)	13455	complex	AKT1	576	protein	-a|
Metarhodopsin_II/Transducin_(complex)	8846	complex	GNB1/GNGT1_(complex)	5893	complex	component>
Metarhodopsin_II/Transducin_(complex)	8846	complex	GNAT1/GTP_(complex)	5885	complex	component>
Metarhodopsin_II/Transducin_(complex)	8846	complex	Metarhodopsin_II_(complex)	8844	complex	component>
Cbp/p300/SNIP1_(complex)	2328	complex	SMAD2/SMAD2/SMAD4_(complex)	14481	complex	-a>
ANXA1	1029	protein	neutrophil_chemotaxis_(abstract)	9596	abstract	-a>
ANXA1	1029	protein	FPRL1_ligands_(family)	5317	family	member>
p-AMPK_heterotrimer/AMP_(complex)	10665	complex	RPTOR	13888	protein	-a>
PKAc/RII-alpha/RII-beta/PKN/PPP1CA/PKC-epsilon/PP2A/AKAP350_(complex)	12110	complex	PKAc/RII-alpha_(complex)	12107	complex	component>
KLF5	8024	protein	Peroxisome_proliferator-activated_receptor_gamma_(family)	11704	family	-t>
TNF_R/FADD/TRADD/RIP/TRAF6_(complex)	15746	complex	TNF/TNF_R/FADD/TRADD/RIP/TRAF6_(complex)	15765	complex	component>
STX2-2	14997	protein	Syntaxin_2_(family)	15185	family	member>
STX2-3	14998	protein	Syntaxin_2_(family)	15185	family	member>
TRRAP	16018	protein	MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core_Mediator_(complex)	9196	complex	component>
TRRAP	16018	protein	E2F4/DP2/TRRAP_(complex)	4126	complex	component>
TRRAP	16018	protein	Tip60/TRRAP_(complex)	15672	complex	component>
PPARA	12457	protein	RXRs/PPAR_(complex)	13961	complex	component>
PPARA	12457	protein	PPAR-alpha/PPAR_ligands_(complex)	12449	complex	component>
PPARA	12457	protein	PPAR-alpha/PPAR_ligands/RXR_(complex)	12450	complex	component>
PPARA	12457	protein	PPAR-alpha/Transcription_factors_(complex)	12453	complex	component>
PPARA	12457	protein	PPAR-alpha/Co-Repressors_(complex)	12446	complex	component>
PPARA	12457	protein	PPAR-alpha/Nuclear_receptors_(complex)	12447	complex	component>
PPARA	12457	protein	PPAR-alpha/PPAR_chaperone_(complex)	12448	complex	component>
PPARA	12457	protein	PPAR-alpha/RXR_(complex)	12452	complex	component>
PPARA	12457	protein	PPARA/RXRA_Heterodimer_(complex)	12460	complex	component>
PPARA	12457	protein	PPARA/_Fatty_Acid_Complex_(Activated_PPARA)_(complex)	12458	complex	component>
PROS1	12714	protein	Protein_C/Protein_S_(complex)	12729	complex	component>
p-AMPK_heterotrimer_(complex)	10664	complex	p-AMPK_heterotrimer/AMP_(complex)	10665	complex	component>
ADP/ATP_translocase_monomer_(generic)_(family)	484	family	ANT1/Vpr_complex_(complex)	1003	complex	component>
ERBB4s80/STAT5A_(complex)	4678	complex	CSN2	3286	protein	-t>
Chromokinesin_dimers_(family)	2873	family	Kinesins_(family)	7979	family	member>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	Pol_II_transcription_complex_with_(ser5)_phosphorylated_CTD_containing_extruded_transcript_to_+30_(complex)	12287	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	RNA_Pol_II_with_phosphorylated_CTD/_CE_complex_(complex)	13681	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	RNA_Pol_II_with_phosphorylated_CTD/_CE_complex_with_activated_GT_(complex)	13682	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	CE/Pol_II_CTD/Spt5_complex_(complex)	2675	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	RNA_Polymerase_II_(phosphorylated)/TFIIF/capped_pre-mRNA_(complex)	13689	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	HIV-1_transcription_complex_with_(ser5)_phosphorylated_CTD_containing_extruded_transcript_to_+30_(complex)	6586	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	HIV-1_Polymerase_II_(phosphorylated)/TFIIF/capped_pre-mRNA_(complex)	6566	complex	component>
RNA_polymerase_II_(phosphorylated)/TFIIF_complex_(complex)	13688	complex	Spliceosomal_active_C_complex_with_lariat_containing_5prime-end_cleaved_pre-mRNP/CBC_complex_(complex)	14718	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Paused_processive_elongation_complex_(complex)	11452	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Processive_elongation_complex_(complex)	12673	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Arrested_processive_elongation_complex_(complex)	1323	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Early_elongation_complex_with_hyperphosphorylated_Pol_II_CTD_(complex)	4142	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Elongation_complex_prior_to_separation_(complex)	4414	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Elongation_complex_with_separated_and_uncleaved_transcript_(complex)	4416	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Tat-containing_early_elongation_complex_with_hyperphosphorylated_Pol_II_CTD_(complex)	15332	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Tat-containing_early_elongation_complex_with_hyperphosphorylated_Pol_II_CTD_and_phospho-NELF_(complex)	15333	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Tat-containing_early_elongation_complex_with_hyperphosphorylated_Pol_II_CTD_(_phospho-NELF_phospho_DSIF)_(complex)	15331	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	HIV-1_Tat-containing_processive_elongation_complex_(complex)	6576	complex	component>
RNA_Polymerase_II_holoenzyme_complex_(hyperphosphorylated)/TFIIF_complex_(complex)	13692	complex	Tat-containing_elongation_complex_prior_to_separation_(complex)	15334	complex	component>
